Subfolder,First_Value
1 Split,70.13465998184657
10 Split,60.84246008072231
2 Split,71.36508441161492
3 Split,68.21984834727824
4 Split,69.01178715560303
5 Split,65.97262199150393
6 Split,69.20977904215634
7 Split,73.47713111739999
8 Split,72.99985976189551
9 Split,70.1807355397294
