iter	Logloss
0	0.6731621691
1	0.6544798039
2	0.636964838
3	0.6218742502
4	0.6044130288
5	0.5891496811
6	0.5752178996
7	0.5617974091
8	0.549746499
9	0.5361167879
10	0.5215595048
11	0.5085068998
12	0.497008378
13	0.4870218065
14	0.4747512733
15	0.4667417158
16	0.4575363726
17	0.4487508373
18	0.4390112595
19	0.429057093
20	0.4179323859
21	0.4095115133
22	0.4007740383
23	0.3926559245
24	0.3858473501
25	0.377866413
26	0.3686068786
27	0.3620676983
28	0.3558895988
29	0.3474809592
30	0.3394768351
31	0.3332148243
32	0.3279856326
33	0.3228867771
34	0.3172867988
35	0.3115701562
36	0.3067257895
37	0.3018250784
38	0.2988479907
39	0.2942214561
40	0.2905945895
41	0.2853083873
42	0.2801301826
43	0.2767852562
44	0.2730722182
45	0.2674674512
46	0.2646521447
47	0.260586175
48	0.2567447348
49	0.2523342999
50	0.2489091239
51	0.2442791988
52	0.2399901648
53	0.2350614931
54	0.2318803353
55	0.2280496542
56	0.2255733034
57	0.2221795711
58	0.2185991506
59	0.2159093888
60	0.2134821953
61	0.2114919711
62	0.2084439734
63	0.2062523335
64	0.2034271565
65	0.2013760205
66	0.1980610678
67	0.1972375299
68	0.1940893178
69	0.1915553578
70	0.1884243153
71	0.1856999273
72	0.1830793539
73	0.1812406483
74	0.1788113183
75	0.1764720652
76	0.1743936873
77	0.1728141822
78	0.1712323358
79	0.1689235243
80	0.1672321633
81	0.1653823706
82	0.1632810113
83	0.1611883462
84	0.1594659703
85	0.1574423405
86	0.156079089
87	0.1547055967
88	0.1534598615
89	0.1514685942
90	0.1502479421
91	0.1482154819
92	0.1466832402
93	0.145271709
94	0.1439053207
95	0.1424651083
96	0.1407991795
97	0.1387298546
98	0.1372873859
99	0.135878564
100	0.1346724444
101	0.1335926161
102	0.1312658141
103	0.1302047668
104	0.1290614338
105	0.1280997854
106	0.1267352191
107	0.1254866536
108	0.1242700519
109	0.1229407272
110	0.1215965734
111	0.1202273525
112	0.1193061309
113	0.1184786886
114	0.1177377412
115	0.116665321
116	0.1153088967
117	0.1145083285
118	0.1136854622
119	0.1121458446
120	0.1113643942
121	0.1107736014
122	0.1098792041
123	0.1088194435
124	0.1079566265
125	0.1072888591
126	0.1063541508
127	0.1048019212
128	0.1034674389
129	0.1024433315
130	0.1014569674
131	0.1003676471
132	0.09910956671
133	0.09845182252
134	0.09751869427
135	0.09640827766
136	0.09557588446
137	0.09469525596
138	0.09416047729
139	0.09329152532
140	0.09253168035
141	0.09182585568
142	0.09128585359
143	0.09046186563
144	0.08975580773
145	0.08911046296
146	0.088542584
147	0.0879710651
148	0.08731190681
149	0.0866599953
150	0.08609731377
151	0.08529722238
152	0.08478556833
153	0.08411984131
154	0.08335283177
155	0.08237755435
156	0.08185153021
157	0.08120274091
158	0.0801892017
159	0.07976675034
160	0.07930635444
161	0.07876123035
162	0.07783024824
163	0.07697189326
164	0.07649111418
165	0.07605170869
166	0.07532825745
167	0.07458900415
168	0.07414695852
169	0.07336035772
170	0.0729565139
171	0.07254881317
172	0.07194998662
173	0.07153487828
174	0.07078811663
175	0.07018492607
176	0.06963116185
177	0.06920477022
178	0.06846561967
179	0.06808630429
180	0.067696311
181	0.06735169977
182	0.06669962661
183	0.06617638789
184	0.06573066681
185	0.06520350541
186	0.06469052978
187	0.06429008079
188	0.0638545603
189	0.06327463064
190	0.0629980599
191	0.06278020507
192	0.06228978375
193	0.06189691577
194	0.06153114164
195	0.06118873926
196	0.06063364663
197	0.06020862633
198	0.05990674153
199	0.05963518838
200	0.05929927797
201	0.05891297159
202	0.05832238354
203	0.05789824457
204	0.05747390369
205	0.05732833608
206	0.05685055341
207	0.05635755976
208	0.05603832794
209	0.05567722867
210	0.05536025918
211	0.05497848233
212	0.0545160504
213	0.05423400716
214	0.05377970296
215	0.05341857917
216	0.05298358259
217	0.05264430203
218	0.05221602038
219	0.05174648359
220	0.05141863706
221	0.05106353566
222	0.05078875868
223	0.05043983448
224	0.05010976701
225	0.04984443415
226	0.04948586442
227	0.0490655572
228	0.04880339426
229	0.04852809217
230	0.0481867463
231	0.04780433068
232	0.0475105208
233	0.04719564213
234	0.04675205153
235	0.04637257184
236	0.04608120795
237	0.04570752224
238	0.04545350427
239	0.04522289529
240	0.04479792342
241	0.04442919093
242	0.0440998726
243	0.04377658932
244	0.04350344198
245	0.04325357226
246	0.04293944543
247	0.04264437714
248	0.04242424044
249	0.04218754458
250	0.04190033837
251	0.04157434298
252	0.04135730599
253	0.04108028715
254	0.04083457865
255	0.04058605289
256	0.04027698731
257	0.03993994191
258	0.03957662477
259	0.03937090146
260	0.03905090442
261	0.03875114502
262	0.03860756109
263	0.03834683788
264	0.03811161036
265	0.03782522103
266	0.03758163439
267	0.03746498989
268	0.03719210002
269	0.03706651605
270	0.03679428198
271	0.03653342003
272	0.03632800503
273	0.0360846445
274	0.03594347049
275	0.03578998
276	0.0355515219
277	0.03530136227
278	0.03508553694
279	0.03488678271
280	0.0347662441
281	0.03450369837
282	0.03433252081
283	0.03412644504
284	0.03395668868
285	0.03375295276
286	0.03362376354
287	0.03338104074
288	0.03314182165
289	0.03294355875
290	0.03279482748
291	0.03259554156
292	0.03244000673
293	0.03230770526
294	0.03215329424
295	0.03197436327
296	0.0318251798
297	0.03168148333
298	0.03141891629
299	0.03124622593
300	0.03111854377
301	0.03092495029
302	0.03074204226
303	0.03062508793
304	0.03038971107
305	0.0302945138
306	0.03010475256
307	0.02993751824
308	0.02984506385
309	0.0296820119
310	0.02951144304
311	0.02939129588
312	0.02925118752
313	0.0290793375
314	0.02888141054
315	0.02871484658
316	0.02853043406
317	0.0284507924
318	0.02831501903
319	0.02817375578
320	0.0280553454
321	0.02792684333
322	0.02785401615
323	0.0276880095
324	0.02750341316
325	0.02736313386
326	0.02721936725
327	0.02706141426
328	0.02694633742
329	0.02675439832
330	0.02650977504
331	0.0263532029
332	0.02620934051
333	0.02598727049
334	0.02586049813
335	0.02574204418
336	0.02552416532
337	0.02542200571
338	0.02520867694
339	0.02507763891
340	0.02495749905
341	0.02480479228
342	0.02464730314
343	0.02449036611
344	0.02432642021
345	0.02418609131
346	0.02402887192
347	0.02393989291
348	0.02375545716
349	0.02364426872
350	0.02344950513
351	0.02333401151
352	0.02317177082
353	0.02306368636
354	0.0228810159
355	0.02276261344
356	0.02259695223
357	0.02241920972
358	0.02225714759
359	0.02211188964
360	0.0219418501
361	0.02183755619
362	0.02171070487
363	0.0215713167
364	0.02140947886
365	0.02127334418
366	0.0211306963
367	0.02099424996
368	0.02090586967
369	0.02076476406
370	0.02063443186
371	0.02054859651
372	0.0204234659
373	0.02029730311
374	0.02021726796
375	0.02007690417
376	0.01997188851
377	0.01989418695
378	0.01977369117
379	0.01963812047
380	0.01952179855
381	0.01940690166
382	0.01929773889
383	0.01922556607
384	0.01912510759
385	0.01901712484
386	0.01894707468
387	0.01884099544
388	0.01873288073
389	0.01861417335
390	0.01850993862
391	0.01839835488
392	0.01829663355
393	0.01818248697
394	0.01808329543
395	0.0179797131
396	0.01786984677
397	0.01776082932
398	0.0176988827
399	0.01760762543
400	0.01751577575
401	0.0174256139
402	0.01733776826
403	0.01723634786
404	0.01714999
405	0.01706242004
406	0.01697731246
407	0.01689168833
408	0.01680708925
409	0.01670990803
410	0.01662787932
411	0.01654500901
412	0.01646584275
413	0.01638415194
414	0.01630517612
415	0.01622513129
416	0.01614703187
417	0.01606873996
418	0.01599380581
419	0.01591990839
420	0.01583450341
421	0.01575054919
422	0.01567712763
423	0.01559572561
424	0.01552573066
425	0.01544402928
426	0.01536443258
427	0.01529475926
428	0.01521580724
429	0.0151393845
430	0.0150982674
431	0.01502240009
432	0.01494812858
433	0.01487458005
434	0.01480100559
435	0.01472890864
436	0.01465797042
437	0.01458609554
438	0.01454829413
439	0.01447908313
440	0.01440961018
441	0.01434175983
442	0.01427466198
443	0.01423802711
444	0.01420194537
445	0.01416697068
446	0.01410121197
447	0.014036387
448	0.01397196306
449	0.01390863033
450	0.01384570018
451	0.01378343306
452	0.01372174409
453	0.0136610796
454	0.01360052315
455	0.01356717091
456	0.01350617735
457	0.01347372956
458	0.01341492068
459	0.01335687308
460	0.01329908753
461	0.01326788717
462	0.01321111362
463	0.0131547596
464	0.01309870759
465	0.01304314883
466	0.01298843385
467	0.01295785082
468	0.01292798831
469	0.01287420933
470	0.01282108846
471	0.01276819022
472	0.01271569828
473	0.01268729924
474	0.01263586249
475	0.01260720297
476	0.01257895886
477	0.01252795715
478	0.01247733606
479	0.01242760821
480	0.01237792616
481	0.01232920197
482	0.01228060025
483	0.01223235577
484	0.01220565055
485	0.01215842429
486	0.0121110455
487	0.01206394437
488	0.01203818022
489	0.01199189175
490	0.01194606082
491	0.01190044442
492	0.01185484919
493	0.01181019498
494	0.01176553196
495	0.01174122713
496	0.0116970357
497	0.01165369155
498	0.01162957466
499	0.01158666892
500	0.01154419136
501	0.01150188948
502	0.01147867343
503	0.01143641251
504	0.01139514637
505	0.01135439388
506	0.0113132327
507	0.01127282785
508	0.01125037678
509	0.01121035927
510	0.01118814797
511	0.01116618112
