Subfolder,First_Value
4 Split,0.977621951
3 Split,0.975365854
9 Split,0.975304878
10 Split,0.975
5 Split,0.985182927
2 Split,0.977804878
6 Split,0.972987805
7 Split,0.970304878
8 Split,0.972926829
1 Split,0.97054878
