Subfolder,First_Value
1 Split,70.25298423810176
10 Split,71.1458048036133
2 Split,69.42308685350451
3 Split,78.81165206746122
4 Split,80.5165402887822
5 Split,73.33546879379124
6 Split,75.14827056926381
7 Split,70.69339611334613
8 Split,60.84246008072231
9 Split,69.73713421135702
