Subfolder,First_Value
6 Split,0.794444444
3 Split,0.851388889
2 Split,0.898611111
5 Split,0.908333333
8 Split,0.908333333
9 Split,0.909722222
10 Split,0.911111111
7 Split,0.919444444
1 Split,0.920833333
4 Split,0.922222222
