Subfolder,First_Value
1 Split,71.58532653160398
10 Split,63.73682846723408
2 Split,68.50161430301802
3 Split,71.72839063692727
4 Split,76.93261861820736
5 Split,72.0901457892068
6 Split,71.84668262411918
7 Split,71.87887268175538
8 Split,74.61609368871864
9 Split,74.6656959775919
