iter	RMSE
436	16.05161444
437	16.00991184
438	15.97545171
439	15.94588552
440	15.90480363
441	15.81559803
442	15.77570781
443	15.74200862
444	15.70442588
445	15.67586448
446	15.61574469
447	15.58350887
448	15.55566028
449	15.52284838
450	15.46512642
451	15.43359521
452	15.37790756
453	15.33968279
454	15.30882722
455	15.28913936
456	15.22919661
457	15.17549084
458	15.14472605
459	15.09333348
460	15.06288165
461	15.04397652
462	15.02533165
463	14.97597221
464	14.9470479
465	14.91684643
466	14.89876966
467	14.8696219
468	14.85176713
469	14.77612047
470	14.75841351
471	14.72216889
472	14.665515
473	14.61931163
474	14.59020259
475	14.51795261
476	14.50048421
477	14.47211141
478	14.45485776
479	14.38451309
480	14.33079618
481	14.30332491
482	14.22868469
483	14.21151222
484	14.19457723
485	14.16738395
486	14.09173806
487	14.07493115
488	14.06468971
489	14.04810307
490	14.0380234
491	13.98736017
492	13.94464026
493	13.91815507
494	13.85228298
495	13.83595264
496	13.76491216
497	13.74872624
498	13.73889812
499	13.71492284
500	13.68953317
501	13.64623615
502	13.63041307
503	13.58287327
504	13.54093391
505	13.51205095
506	13.47103367
507	13.42566605
508	13.40117426
509	13.37714141
510	13.35454048
511	13.3183313
512	13.28303138
513	13.25885081
514	13.21791082
515	13.19584928
516	13.17414277
517	13.15019923
518	13.1104895
519	13.08711926
520	13.06404469
521	13.04116552
522	13.03198254
523	13.01063206
524	12.99561046
525	12.96425668
526	12.94940567
527	12.94042853
528	12.91751911
529	12.90284401
530	12.88217015
531	12.84825056
532	12.82644501
533	12.81771722
534	12.78616709
535	12.7474985
536	12.72640471
537	12.68979039
538	12.66720751
539	12.64499437
540	12.61720943
541	12.56753457
542	12.55324246
543	12.53914865
544	12.51943249
545	12.49839776
546	12.47794613
547	12.46956843
548	12.45575699
549	12.42538179
550	12.38610328
551	12.32381172
552	12.30417493
553	12.24362453
554	12.18452082
555	12.17638251
556	12.11783597
557	12.06048386
558	12.05248637
559	12.03386032
560	11.97735012
561	11.91774181
562	11.90362031
563	11.89577904
564	11.88184365
565	11.8741248
566	11.86037327
567	11.82561414
568	11.77099706
569	11.73538287
570	11.71075703
571	11.67613311
572	11.65181392
573	11.64418682
574	11.62587975
575	11.60798229
576	11.59111243
577	11.56745489
578	11.56002715
579	11.54267917
580	11.4904761
581	11.45861186
582	11.43531856
583	11.42805983
584	11.40510918
585	11.37655412
586	11.35946922
587	11.30928687
588	11.27801303
589	11.25580598
590	11.24865508
591	11.22677629
592	11.18985722
593	11.15666808
594	11.13501477
595	11.12795534
596	11.09441731
597	11.08746181
598	11.06608227
599	11.03592445
600	11.01791539
601	10.9968929
602	10.98003414
603	10.9732619
604	10.94876005
605	10.92797414
606	10.91322947
607	10.88194214
608	10.86139602
609	10.85473419
610	10.8305218
611	10.81485418
612	10.79017537
613	10.75803846
614	10.75149108
615	10.7276266
616	10.70192416
617	10.67671223
618	10.659651
619	10.63620963
620	10.60970813
621	10.59001278
622	10.57380893
623	10.55711152
624	10.52925145
625	10.50988294
626	10.50355184
627	10.48721457
628	10.46825681
629	10.43761228
630	10.41515517
631	10.38958273
632	10.38332879
633	10.36454406
634	10.3448095
635	10.328936
636	10.30694751
637	10.29111147
638	10.26622404
639	10.24770686
640	10.24266758
641	10.22711724
642	10.2089965
643	10.19353633
644	10.18859617
645	10.1671873
646	10.13593135
647	10.11382365
648	10.10893333
649	10.09115409
650	10.07611928
651	10.06104701
652	10.03948969
653	10.01857967
654	10.01377241
655	9.989540897
656	9.968316424
657	9.951078068
658	9.918190371
659	9.901269483
660	9.872355121
661	9.855683451
662	9.850854402
663	9.828984569
664	9.808567304
665	9.787345751
666	9.764063313
667	9.741302977
668	9.7238037
669	9.706495615
670	9.701754118
671	9.684923341
672	9.680284766
673	9.663917183
674	9.659378945
675	9.639319163
676	9.623924822
677	9.619480735
678	9.6044906
679	9.600137612
680	9.586543025
681	9.566848696
682	9.549549971
683	9.545306067
684	9.531602426
685	9.527418752
686	9.495995879
687	9.476732449
688	9.465466297
689	9.450621703
690	9.427139554
691	9.413780748
692	9.399228812
693	9.388224191
694	9.375027266
695	9.35851688
696	9.327100349
697	9.314037624
698	9.301166835
699	9.29698093
700	9.282640811
701	9.266437227
702	9.253696949
703	9.221895281
704	9.20595043
705	9.187652361
706	9.173740441
707	9.155524499
708	9.139952358
709	9.099076304
710	9.094885903
711	9.076877288
712	9.062818974
713	9.058688815
714	9.047915479
715	9.032634181
716	9.02201082
717	9.008351222
718	8.990623235
719	8.975573391
720	8.955326982
721	8.92316185
722	8.905930402
723	8.891283083
724	8.887205167
725	8.876799526
726	8.847867519
727	8.833453216
728	8.819268918
729	8.80000975
730	8.783281776
731	8.752191793
732	8.738384119
733	8.728121556
734	8.708907572
735	8.691508347
736	8.678959443
737	8.660335259
738	8.646890206
739	8.634481734
740	8.615997581
741	8.586736021
742	8.56859591
743	8.556435021
744	8.54338087
745	8.525704221
746	8.513680034
747	8.496021859
748	8.478748204
749	8.450409218
750	8.438627314
751	8.421664227
752	8.404704025
753	8.393017471
754	8.380512257
755	8.363980423
756	8.352427388
757	8.335565433
758	8.323984582
759	8.312582414
760	8.301355827
761	8.289926158
762	8.27708111
763	8.241949761
764	8.230977986
765	8.215397792
766	8.191199453
767	8.18033045
768	8.153329085
769	8.11962606
770	8.109469954
771	8.083348145
772	8.072494013
773	8.056675587
774	8.046967684
775	8.02170432
776	8.005130141
777	7.995626292
778	7.987006959
779	7.976400897
780	7.958183681
781	7.94774437
782	7.934964465
783	7.924651265
784	7.915306671
785	7.90681979
786	7.889643113
787	7.874314712
788	7.841909308
789	7.832343056
790	7.808268014
791	7.79199867
792	7.783670593
793	7.774557284
794	7.766364172
795	7.749946648
796	7.740662226
797	7.732563053
798	7.717492096
799	7.70850204
800	7.700502181
801	7.681016748
802	7.65702862
803	7.648172993
804	7.633581946
805	7.610985335
806	7.595400438
807	7.580037008
808	7.572190544
809	7.563618879
810	7.555899617
811	7.538836772
812	7.533051927
813	7.524181408
814	7.518503806
815	7.501808275
816	7.485111837
817	7.47070932
818	7.461830113
819	7.439341792
820	7.430935015
821	7.415645565
822	7.410136723
823	7.404735247
824	7.392917912
825	7.381332427
826	7.372281171
827	7.348364458
828	7.339567633
829	7.32354768
830	7.305766966
831	7.286793615
832	7.265797299
833	7.250701292
834	7.236116725
835	7.227543054
836	7.219403022
837	7.210995758
838	7.182285333
839	7.174073572
840	7.158300375
841	7.143643275
842	7.115458746
843	7.093370707
844	7.085332224
845	7.071971742
846	7.064063377
847	7.046497747
848	7.032764115
849	7.024625371
850	7.010390125
851	7.00266662
852	6.994653597
853	6.977574689
854	6.972276011
855	6.961365037
856	6.948073202
857	6.942932432
858	6.932249963
859	6.918215809
860	6.910280927
861	6.901831328
862	6.885205802
863	6.87760479
864	6.871928376
865	6.86364031
866	6.841527915
867	6.824269878
868	6.81605438
869	6.806673703
870	6.798572426
871	6.779001
872	6.771223379
873	6.744957981
874	6.728125955
875	6.720491984
876	6.710283472
877	6.691306943
878	6.665647752
879	6.649639972
880	6.636837335
881	6.62942253
882	6.624484835
883	6.614586105
884	6.605562859
885	6.600744639
886	6.581624328
887	6.573677121
888	6.55472853
889	6.542344151
890	6.532703418
891	6.523280892
892	6.513673045
893	6.488332001
894	6.464275538
895	6.457071978
896	6.452519148
897	6.443981484
898	6.432704311
899	6.424276545
900	6.412334084
901	6.403327195
902	6.394524887
903	6.385933198
904	6.362706179
905	6.356099152
906	6.345160384
907	6.336782932
908	6.313240595
909	6.305043219
910	6.296972146
911	6.283660003
912	6.276559073
913	6.25420558
914	6.242678059
915	6.235683072
916	6.227165419
917	6.216458207
918	6.208432286
919	6.200085273
920	6.183746324
921	6.172624454
922	6.16445927
923	6.156121222
924	6.139567362
925	6.135426263
926	6.127472135
927	6.116949005
928	6.109096337
929	6.093207413
930	6.082526492
931	6.076491318
932	6.072541062
933	6.068700725
934	6.060952445
935	6.048866206
936	6.046592281
937	6.022441953
938	6.012164107
939	6.005115013
940	5.99759265
941	5.986946299
942	5.975948602
943	5.973721442
944	5.966770324
945	5.943034451
946	5.937307043
947	5.926507674
948	5.903608943
949	5.887918865
950	5.882251129
951	5.874890293
952	5.871297535
953	5.861007222
954	5.85038353
955	5.844906315
956	5.841466294
957	5.83467063
958	5.823224841
959	5.821166267
960	5.799001013
961	5.783640094
962	5.773194368
963	5.769844118
964	5.763236868
965	5.753646527
966	5.743369026
967	5.741375489
968	5.725926752
969	5.723960601
970	5.712874868
971	5.691512395
972	5.688298206
973	5.671617329
974	5.66203527
975	5.660143181
976	5.639361607
977	5.623034369
978	5.617845942
979	5.607900704
980	5.592047645
981	5.580241939
982	5.575178893
983	5.568258375
984	5.548031151
985	5.538691407
986	5.528980685
987	5.524007767
988	5.521048813
989	5.514713212
990	5.505620092
991	5.496074461
992	5.481652973
993	5.466392104
994	5.463520438
995	5.443987343
996	5.442274358
997	5.427528885
998	5.425852231
999	5.406244837
1000	5.391819457
1001	5.373985797
1002	5.356548683
1003	5.345377139
1004	5.336890608
1005	5.319868688
1006	5.31094564
1007	5.292737514
1008	5.276191418
1009	5.267454845
1010	5.26466811
1011	5.26303974
1012	5.246797762
1013	5.236126405
1014	5.233412272
1015	5.224917989
1016	5.212073291
1017	5.196242255
1018	5.193587616
1019	5.178096045
1020	5.169761616
1021	5.167183012
1022	5.16027833
1023	5.147942535
1024	5.132770902
1025	5.117933534
1026	5.10359393
1027	5.09316499
1028	5.091611974
1029	5.079864274
1030	5.065435327
1031	5.0628708
1032	5.048747573
1033	5.040602963
1034	5.038656115
1035	5.036179786
1036	5.022325705
1037	5.010089328
1038	5.008193451
1039	5.005772615
1040	4.9955211
1041	4.993664509
1042	4.982451443
1043	4.968972327
1044	4.967150816
1045	4.956342641
1046	4.943212639
1047	4.941425153
1048	4.928591112
1049	4.919936204
1050	4.908275563
1051	4.90588265
1052	4.900011273
1053	4.892204299
1054	4.88782976
1055	4.883533094
1056	4.870930343
1057	4.858576471
1058	4.849843377
1059	4.845687292
1060	4.843409618
1061	4.836314615
1062	4.825417267
1063	4.821376175
1064	4.814361951
1065	4.802290175
1066	4.800071803
1067	4.793144388
1068	4.78319557
1069	4.779243826
1070	4.77690423
1071	4.765131765
1072	4.755549996
1073	4.748746738
1074	4.739366544
1075	4.735530607
1076	4.733254696
1077	4.726535755
1078	4.717349185
1079	4.715767999
1080	4.714333552
1081	4.705342182
1082	4.703681599
1083	4.696574755
1084	4.6863108
1085	4.677581415
1086	4.675931555
1087	4.66584622
1088	4.664215937
1089	4.662611355
1090	4.654069245
1091	4.633177187
1092	4.631594159
1093	4.630035982
1094	4.628744229
1095	4.62582477
1096	4.622949841
1097	4.602606732
1098	4.601331248
1099	4.599245641
1100	4.589723909
1101	4.588332525
1102	4.587123224
1103	4.584273109
1104	4.564501936
1105	4.560189681
1106	4.550276102
1107	4.547466217
1108	4.546106505
1109	4.543338572
1110	4.539157644
1111	4.531594974
1112	4.523288496
1113	4.52057364
1114	4.519402466
1115	4.500227853
1116	4.497535359
1117	4.496378849
1118	4.483592863
1119	4.480933679
1120	4.473540304
1121	4.45498886
1122	4.442555686
1123	4.43854097
1124	4.428850312
1125	4.426216276
1126	4.422299537
1127	4.415066689
1128	4.40744823
1129	4.40486403
1130	4.397199814
1131	4.395860511
1132	4.378037977
1133	4.374241969
1134	4.365278467
1135	4.355188258
1136	4.35262605
1137	4.350102653
1138	4.346410304
1139	4.337590511
1140	4.328242577
1141	4.325767426
1142	4.323329707
1143	4.314339139
1144	4.30555591
1145	4.296868116
1146	4.289776644
1147	4.281170663
1148	4.272762709
1149	4.265760752
1150	4.258672722
1151	4.251742773
1152	4.249310825
1153	4.232283483
1154	4.224014381
1155	4.214361299
1156	4.206275677
1157	4.196879361
1158	4.188972491
1159	4.179751683
1160	4.171647749
1161	4.165329768
1162	4.162899222
1163	4.15388876
1164	4.151488148
1165	4.142454404
1166	4.136278334
1167	4.133804373
1168	4.124990725
1169	4.117172443
1170	4.114837549
1171	4.112427388
1172	4.105241943
1173	4.102968905
1174	4.095062595
1175	4.089018306
1176	4.0803591
1177	4.07811937
1178	4.062087471
1179	4.059866768
1180	4.051273049
1181	4.043463816
1182	4.034953655
1183	4.032751852
1184	4.025827823
1185	4.019496382
1186	4.017353156
1187	4.010603993
1188	4.00445689
1189	3.998457056
1190	3.990181246
1191	3.983659268
1192	3.978366908
1193	3.97362909
1194	3.967342172
1195	3.961444715
1196	3.954896901
1197	3.94913841
1198	3.942045853
1199	3.936805432
1200	3.929893832
1201	3.925531328
1202	3.920357722
1203	3.912872697
1204	3.90967306
1205	3.903388501
1206	3.902533408
1207	3.894542418
1208	3.889537389
1209	3.886404698
1210	3.885440572
1211	3.877875022
1212	3.867594111
1213	3.865333027
1214	3.859232794
1215	3.857186895
1216	3.851177562
1217	3.841126258
1218	3.839105629
1219	3.837115227
1220	3.829763843
1221	3.820976253
1222	3.820042262
1223	3.81788263
1224	3.8119327
1225	3.803871208
1226	3.797776217
1227	3.794783482
1228	3.78622544
1229	3.777880722
1230	3.776963392
1231	3.774119373
1232	3.773220211
1233	3.766113858
1234	3.756498946
1235	3.748401405
1236	3.742990966
1237	3.735474807
1238	3.731899138
1239	3.728398837
1240	3.721526545
1241	3.718391782
1242	3.709056832
1243	3.705655565
1244	3.704803358
1245	3.69945164
1246	3.694925371
1247	3.68704067
1248	3.686200947
1249	3.685373882
1250	3.678644358
1251	3.670926593
1252	3.668847155
1253	3.661246284
1254	3.655929501
1255	3.651451971
1256	3.649404018
1257	3.647388595
1258	3.64000925
1259	3.639184408
1260	3.634759684
1261	3.632768711
1262	3.630809234
1263	3.623897014
1264	3.623078643
1265	3.6178222
1266	3.610718389
1267	3.607772501
1268	3.601178412
1269	3.598270545
1270	3.595421271
1271	3.594604504
1272	3.591419109
1273	3.590620913
1274	3.582981951
1275	3.577338554
1276	3.575464467
1277	3.572711033
1278	3.571916786
1279	3.567319772
1280	3.56548859
1281	3.560609218
1282	3.557989722
1283	3.550902819
1284	3.550130482
1285	3.544974594
1286	3.544213281
1287	3.537714184
1288	3.531094632
1289	3.525989382
1290	3.520001889
1291	3.513673955
1292	3.510955658
1293	3.510193302
1294	3.503367332
1295	3.498315529
1296	3.492907872
1297	3.490238404
1298	3.479923895
1299	3.473597805
1300	3.467841534
1301	3.467098521
1302	3.466366675
1303	3.458980482
1304	3.451719386
1305	3.450988221
1306	3.45026804
1307	3.446004528
1308	3.44421988
1309	3.437155908
1310	3.430659159
1311	3.426882982
1312	3.41962668
1313	3.412456084
1314	3.407357058
1315	3.403251326
1316	3.401492126
1317	3.394645148
1318	3.385024829
1319	3.376557972
1320	3.37360863
1321	3.368116423
1322	3.359892583
1323	3.355736592
1324	3.355013858
1325	3.353281653
1326	3.345295289
1327	3.341191653
1328	3.337146105
1329	3.330543177
1330	3.325297095
1331	3.321384862
1332	3.316241667
1333	3.310178594
1334	3.30628419
1335	3.304655626
1336	3.295430823
1337	3.291621942
1338	3.287867
1339	3.284165245
1340	3.28051594
1341	3.276087968
1342	3.27248562
1343	3.268934348
1344	3.26686192
1345	3.262122424
1346	3.255320309
1347	3.250140894
1348	3.243324723
1349	3.241628855
1350	3.239959839
1351	3.238317193
1352	3.230490506
1353	3.228869732
1354	3.222564538
1355	3.217887561
1356	3.210445968
1357	3.203096233
1358	3.199625626
1359	3.196204164
1360	3.194603879
1361	3.190096607
1362	3.183314167
1363	3.178874484
1364	3.172699806
1365	3.169395651
1366	3.167823926
1367	3.164565191
1368	3.163016642
1369	3.159802736
1370	3.158276984
1371	3.155025313
1372	3.154347482
1373	3.145241228
1374	3.13869456
1375	3.13444652
1376	3.126156671
1377	3.123070731
1378	3.120028758
1379	3.11851845
1380	3.115518517
1381	3.114030371
1382	3.109841761
1383	3.106879292
1384	3.096369291
1385	3.087727979
1386	3.084324944
1387	3.07809514
1388	3.076608778
1389	3.070770423
1390	3.060652661
1391	3.057915243
1392	3.054581306
1393	3.049097769
1394	3.039650816
1395	3.038200797
1396	3.036773533
1397	3.034761224
1398	3.023689868
1399	3.017951556
1400	3.015101288
1401	3.008426541
1402	3.005610545
1403	3.002834692
1404	2.99871751
1405	2.997400146
1406	2.996768474
1407	2.99547385
1408	2.989834744
1409	2.989211849
1410	2.987935703
1411	2.98145756
1412	2.978702069
1413	2.975985855
1414	2.969305149
1415	2.967334866
1416	2.965969656
1417	2.964625934
1418	2.963390469
1419	2.958447044
1420	2.957230328
1421	2.951181576
1422	2.949980179
1423	2.946009785
1424	2.944827305
1425	2.938443585
1426	2.935760631
1427	2.934445463
1428	2.925797322
1429	2.919933419
1430	2.913499618
1431	2.910874061
1432	2.900050364
1433	2.897477253
1434	2.894940843
1435	2.890550653
1436	2.882337964
1437	2.879735663
1438	2.8771882
1439	2.870959174
1440	2.86616873
1441	2.853253929
1442	2.843190516
1443	2.842579075
1444	2.841977054
1445	2.834109119
1446	2.831618134
1447	2.82556454
1448	2.816860649
1449	2.812240969
1450	2.803802311
1451	2.793693347
1452	2.787578424
1453	2.783043115
1454	2.777330988
1455	2.77603223
1456	2.772377303
1457	2.771099245
1458	2.763460326
1459	2.762195876
1460	2.756416885
1461	2.755824072
1462	2.75457859
1463	2.752427077
1464	2.742910203
1465	2.73700027
1466	2.731444073
1467	2.730214817
1468	2.720405619
1469	2.719189606
1470	2.716577025
1471	2.710891245
1472	2.70969074
1473	2.708509472
1474	2.707347085
1475	2.706765429
1476	2.704429974
1477	2.698846048
1478	2.697699842
1479	2.693604461
1480	2.691527714
1481	2.689214913
1482	2.685221356
1483	2.684652578
1484	2.680650037
1485	2.675206793
1486	2.665001023
1487	2.660945522
1488	2.653728182
1489	2.651484378
1490	2.647508597
1491	2.643881954
1492	2.641504614
1493	2.636481528
1494	2.629442318
1495	2.627095045
1496	2.61834275
1497	2.613499417
1498	2.609107676
1499	2.603774525
1500	2.603219259
1501	2.596431093
1502	2.594245656
1503	2.586714155
1504	2.581586705
1505	2.579444912
1506	2.57465496
1507	2.566183636
1508	2.564102262
1509	2.556898627
1510	2.55264061
1511	2.547478924
1512	2.541078318
1513	2.540011759
1514	2.533022493
1515	2.527931249
1516	2.52430184
1517	2.520042535
1518	2.518984469
1519	2.517872998
1520	2.516779723
1521	2.513244
1522	2.51099919
1523	2.50880887
1524	2.504906213
1525	2.502898338
1526	2.50101574
1527	2.499171337
1528	2.49815163
1529	2.491563434
1530	2.489406699
1531	2.48760412
1532	2.483486156
1533	2.482437843
1534	2.481406344
1535	2.478089326
1536	2.476151991
1537	2.47235843
1538	2.469863647
1539	2.468098955
1540	2.466369583
1541	2.465392879
1542	2.463697761
1543	2.462735709
1544	2.461073988
1545	2.456763935
1546	2.450583408
1547	2.449629394
1548	2.447987994
1549	2.446379085
1550	2.445439004
1551	2.438400087
1552	2.433569035
1553	2.428932312
1554	2.428007236
1555	2.423477822
1556	2.422562542
1557	2.421661176
1558	2.416962524
1559	2.416072854
1560	2.412847976
1561	2.410962152
1562	2.407746608
1563	2.404768986
1564	2.402904002
1565	2.401065883
1566	2.400183881
1567	2.393650177
1568	2.389017071
1569	2.386744412
1570	2.383315346
1571	2.378763
1572	2.374423144
1573	2.371101425
1574	2.368897636
1575	2.366736868
1576	2.362540765
1577	2.359356212
1578	2.352995974
1579	2.34897813
1580	2.344246154
1581	2.338122006
1582	2.333679889
1583	2.331567597
1584	2.3283256
1585	2.327441298
1586	2.319360605
1587	2.31848731
1588	2.314960694
1589	2.314099377
1590	2.310996736
1591	2.308225068
1592	2.307374497
1593	2.304655831
1594	2.303817441
1595	2.299397807
1596	2.29604571
1597	2.293973987
1598	2.290823526
1599	2.287514554
1600	2.279725557
1601	2.277990406
1602	2.27461903
1603	2.270179568
1604	2.267187887
1605	2.265469025
1606	2.263437745
1607	2.261741747
1608	2.259965753
1609	2.257967449
1610	2.255988527
1611	2.25335184
1612	2.251711137
1613	2.249798989
1614	2.244730355
1615	2.243148687
1616	2.242309362
1617	2.240460211
1618	2.235763947
1619	2.23208829
1620	2.231265532
1621	2.22827614
1622	2.224690021
1623	2.221808482
1624	2.218988586
1625	2.218353486
1626	2.217538804
1627	2.210162388
1628	2.209533629
1629	2.205426628
1630	2.20127472
1631	2.197348675
1632	2.194011346
1633	2.192305168
1634	2.188291537
1635	2.184278073
1636	2.180419376
1637	2.177177365
1638	2.173261356
1639	2.171599573
1640	2.167795132
1641	2.163961842
1642	2.162323359
1643	2.159197014
1644	2.15485401
1645	2.152489887
1646	2.148679122
1647	2.143599032
1648	2.140549312
1649	2.137562641
1650	2.130509519
1651	2.127589629
1652	2.123878119
1653	2.119129415
1654	2.116259558
1655	2.113461948
1656	2.110012419
1657	2.107196723
1658	2.104302509
1659	2.101451143
1660	2.098763288
1661	2.091858839
1662	2.089104463
1663	2.08632445
1664	2.083704196
1665	2.081121068
