Subfolder,First_Value
1 Split,0.964444444
7 Split,0.96468599
4 Split,0.966666667
9 Split,0.968985507
6 Split,0.971207729
10 Split,0.971545894
3 Split,0.973333333
2 Split,0.975555556
5 Split,0.975555556
8 Split,0.977874396
