Subfolder,First_Value
1 Split,0.7737170691026819
10 Split,0.7135614788167611
2 Split,0.6776258841658311
3 Split,0.7252733792065398
4 Split,0.724336352317422
5 Split,0.7277471686719229
6 Split,0.7393384080873562
7 Split,0.68003953786635
8 Split,0.6966113170887218
9 Split,0.6866813672377575
