Index,TE ,C,Cr,W,Si,Mn,V,Ta,Zr,Y,Ti,N,NT ,Nt ,TT ,Tt ,Ttest 
1,26.3,0.1,9.1,1.49,0.06,0.44,0.22,0.15,0.002,0.011,0.0,0.0031,1050,30,750,90,650
2,13.2,0.126,9.03,1.39,0.06,0.56,0.24,0.06,0.0,0.0,0.005,0.03,980,15,765,90,400
3,24.7,0.11,9.0,1.5,0.05,0.45,0.2,0.15,0.0,0.015,0.03,0.003,1050,30,750,90,600
4,15.1,0.11,9.2,1.51,0.06,0.45,0.22,0.15,0.0,0.015,0.039,0.0,1050,30,650,90,550
5,18.0,0.11,9.3,1.51,0.06,0.45,0.21,0.15,0.0,0.014,0.008,0.0,1050,30,650,90,600
6,25.3,0.1,8.85,1.99,0.05,0.45,0.2,0.08,0.0,0.0,0.0,0.0231,1050,60,780,30,25
7,14.6,0.1,8.72,2.09,0.23,0.43,0.23,0.07,0.0,0.0,0.0,0.0,1050,60,750,120,325
8,23.5,0.11,9.4,1.35,0.05,0.46,0.22,0.071,0.0,0.006,0.0,0.0023,1050,30,750,90,650
9,20.3,0.11,9.0,1.5,0.05,0.45,0.2,0.15,0.0,0.015,0.05,0.0029,1050,30,750,90,300
10,14.0,0.12,8.91,2.03,0.01,0.01,0.26,0.069,0.0,0.0,0.05,0.0,1050,30,750,60,25
11,19.36,0.11,9.0,1.5,0.05,0.45,0.2,0.15,0.0,0.015,0.03,0.003,1050,30,750,90,300
12,16.5,0.11,9.2,1.5,0.05,0.45,0.22,0.15,0.013,0.043,0.0,0.0157,1050,30,650,90,25
13,14.2,0.126,9.03,1.39,0.06,0.56,0.24,0.06,0.0,0.0,0.005,0.03,980,15,765,90,300
14,23.51,0.1,9.2,1.5,0.05,0.44,0.22,0.15,0.0,0.014,0.025,0.0,1050,30,650,90,25
15,38.47,0.12,8.84,2.05,0.77,0.51,0.24,0.11,0.0,0.0,0.0,0.0,1050,60,750,120,600
16,28.0,0.11,9.0,1.5,0.05,0.45,0.2,0.15,0.0,0.015,0.05,0.0029,1050,30,750,90,650
17,17.04,0.11,8.7,1.0,0.0,0.44,0.19,0.1,0.0,0.0,0.0,0.0,980,27,760,90,400
18,14.8,0.09,9.0,1.98,0.0,0.49,0.2,0.083,0.0,0.0,0.0,0.015,1050,60,780,60,25
19,22.0,0.11,9.0,1.5,0.05,0.45,0.2,0.15,0.0,0.015,0.03,0.003,1050,30,750,90,550
20,23.0,0.11,9.0,1.5,0.05,0.45,0.2,0.15,0.0,0.015,0.05,0.0029,1050,30,750,90,550
21,15.8,0.11,9.3,1.51,0.06,0.45,0.22,0.15,0.0,0.046,0.0,0.0153,1050,30,650,90,25
22,15.0,0.09,8.8,1.02,0.13,0.44,0.21,0.089,0.0,0.0,0.014,0.002,1000,30,650,90,25
23,12.32,0.126,9.03,1.39,0.06,0.56,0.24,0.06,0.0,0.0,0.005,0.03,980,30,763,90,350
24,17.35,0.11,9.0,1.5,0.05,0.45,0.2,0.15,0.0,0.015,0.0,0.0028,1050,30,750,90,550
25,15.7,0.11,9.2,1.5,0.05,0.45,0.22,0.14,0.003,0.005,0.0,0.0034,1050,30,750,90,500
26,20.3,0.11,9.0,1.5,0.05,0.45,0.2,0.15,0.0,0.015,0.0,0.0028,1050,30,750,90,600
27,25.2,0.11,9.2,1.5,0.05,0.45,0.22,0.14,0.003,0.005,0.0,0.0034,1050,30,750,90,650
28,18.0,0.12,9.11,1.52,0.03,0.41,0.19,0.2,0.0,0.0,0.0,0.002,1000,40,740,90,400
29,30.3,0.12,8.79,2.01,0.22,0.52,0.24,0.11,0.0,0.0,0.0,0.0,1050,60,750,120,600
30,14.85,0.11,9.2,1.51,0.06,0.45,0.22,0.15,0.0,0.015,0.039,0.0,1050,30,650,90,300
31,16.47,0.11,9.2,1.5,0.05,0.45,0.22,0.14,0.003,0.005,0.0,0.0034,1050,30,750,90,550
32,23.3,0.1,8.74,0.94,0.09,0.23,0.18,0.06,0.009,0.0,0.005,0.004,1000,40,750,70,25
33,12.0,0.092,8.87,1.71,0.01,0.28,0.19,0.002,0.0,0.0,0.0,0.0,1050,30,750,90,400
34,23.9,0.11,9.2,1.51,0.06,0.45,0.22,0.15,0.0,0.015,0.039,0.0,1050,30,650,90,25
35,14.36,0.1,9.2,1.5,0.05,0.44,0.22,0.15,0.0,0.014,0.025,0.0,1050,30,650,90,550
36,18.0,0.09,9.0,1.98,0.0,0.49,0.2,0.083,0.0,0.0,0.0,0.015,1050,60,780,60,600
37,12.9,0.08,9.04,1.0,0.09,0.55,0.22,0.06,0.0,0.0,0.005,0.0226,980,30,763,90,500
38,14.8,0.097,8.99,2.01,0.049,0.5,0.2,0.1,0.0,0.0,0.002,0.015,1050,60,780,30,400
39,11.6,0.11,9.3,1.51,0.06,0.45,0.22,0.15,0.0,0.046,0.0,0.0153,1050,30,650,90,500
40,13.5,0.11,9.2,1.5,0.05,0.45,0.22,0.15,0.013,0.043,0.0,0.0157,1050,30,650,90,500
41,14.68,0.126,9.03,1.39,0.06,0.56,0.24,0.06,0.0,0.0,0.005,0.03,980,30,763,90,500
42,22.1,0.096,8.97,2.01,0.05,0.49,0.2,0.14,0.0,0.0,0.002,0.0151,1050,60,780,30,25
43,28.0,0.1,9.2,1.5,0.05,0.44,0.22,0.15,0.0,0.014,0.025,0.0,1050,30,650,90,650
44,17.6,0.09,7.87,1.98,0.07,0.1,0.19,0.03,0.0,0.0,0.004,0.007,1040,38,750,60,25
45,17.7,0.08,9.04,1.0,0.09,0.55,0.22,0.06,0.0,0.0,0.005,0.0226,980,30,763,90,550
46,18.0,0.12,9.11,1.52,0.03,0.41,0.19,0.2,0.0,0.0,0.0,0.002,1000,40,740,90,150
47,19.7,0.099,7.88,1.78,0.1,0.45,0.19,0.093,0.0,0.0,0.001,0.0098,1040,40,750,60,25
48,15.8,0.11,9.0,1.5,0.05,0.45,0.2,0.15,0.0,0.015,0.0,0.0028,1050,30,750,90,500
49,17.6,0.1,9.1,1.49,0.06,0.44,0.22,0.15,0.002,0.011,0.0,0.0031,1050,30,750,90,550
50,13.0,0.11,9.2,1.5,0.05,0.45,0.22,0.14,0.003,0.005,0.0,0.0034,1050,30,750,90,300
51,19.2,0.11,9.4,1.35,0.05,0.45,0.21,0.073,0.0,0.036,0.0,0.0022,1050,30,750,90,500
52,13.6,0.11,9.3,1.51,0.06,0.45,0.22,0.15,0.0,0.046,0.0,0.0153,1050,30,650,90,600
53,12.35,0.11,9.3,1.51,0.06,0.45,0.21,0.15,0.0,0.014,0.008,0.0,1050,30,650,90,500
54,15.7,0.092,8.87,1.71,0.01,0.28,0.19,0.002,0.0,0.0,0.0,0.0,1050,30,750,90,25
55,15.0,0.1,9.3,0.93,0.11,0.4,0.22,0.094,0.0,0.0,0.0,0.002,1000,60,750,120,25
56,21.5,0.11,9.4,1.35,0.05,0.45,0.22,0.071,0.0,0.071,0.0,0.0022,1050,30,750,90,300
57,18.6,0.11,9.2,1.5,0.05,0.45,0.22,0.14,0.003,0.005,0.0,0.0034,1050,30,750,90,600
58,24.0,0.09,9.0,1.98,0.0,0.49,0.2,0.083,0.0,0.0,0.0,0.015,1050,60,780,60,25
59,12.3,0.1,8.72,2.09,0.23,0.43,0.23,0.07,0.0,0.0,0.0,0.0,1050,30,750,60,25
60,14.2,0.092,8.87,1.71,0.01,0.28,0.19,0.002,0.0,0.0,0.0,0.0,1050,30,750,90,200
