Subfolder,First_Value
1 Split,0.9208333333333332
10 Split,0.9111111111111112
2 Split,0.898611111111111
3 Split,0.851388888888889
4 Split,0.9222222222222222
5 Split,0.9083333333333334
6 Split,0.7944444444444445
7 Split,0.9194444444444444
8 Split,0.9083333333333332
9 Split,0.909722222222222
