Subfolder,First_Value
1 Split,0.9716666666666668
10 Split,0.9716666666666668
2 Split,0.98
3 Split,0.9716666666666668
4 Split,0.9742857142857142
5 Split,0.9771428571428572
6 Split,0.9717460317460316
7 Split,0.9772222222222222
8 Split,0.9742857142857142
9 Split,0.9603174603174602
