Subfolder,First_Value
1 Split,0.7989852861911743
10 Split,0.7884714675368653
2 Split,0.7946149552318565
3 Split,0.7997586605251568
4 Split,0.7770846354531484
5 Split,0.7127570808473731
6 Split,0.6701561579231982
7 Split,0.7740349031895161
8 Split,0.7752642251936105
9 Split,0.7911518096448443
