iter	MultiClass
0	0.6822549736
1	0.5165494105
2	0.3962129821
3	0.3184553489
4	0.2766962886
5	0.2358305202
6	0.2068782691
7	0.1836020647
8	0.1674856627
9	0.145249136
10	0.1353515971
11	0.1268799879
12	0.1192258042
13	0.1063813939
14	0.09563351278
15	0.09074889471
16	0.08842566181
17	0.08319814181
18	0.07841711185
19	0.07313606849
20	0.06921430687
21	0.06517104537
22	0.06134148624
23	0.05756618369
24	0.05659666074
25	0.05313517491
26	0.05074806004
27	0.04796020235
28	0.04540743686
29	0.04382597308
30	0.04200001099
31	0.04063448445
32	0.03890515926
33	0.03738820059
34	0.03476492313
35	0.03318005534
36	0.03220553587
37	0.03091376019
38	0.02944305537
39	0.02858762676
40	0.02789228643
41	0.02695437233
42	0.02598375965
43	0.02519435782
44	0.02499424203
45	0.02463164631
46	0.02380098436
47	0.02301126898
48	0.02227292796
49	0.02181910807
50	0.02139050341
51	0.02085475993
52	0.02072526655
53	0.02030960588
54	0.02016337906
55	0.01947161808
56	0.01936691449
57	0.01893171008
58	0.0188366072
59	0.01843664137
60	0.01826703215
61	0.01795304102
62	0.01758892066
63	0.01749582319
64	0.0169988925
65	0.01656470758
66	0.01631727582
67	0.01606597951
68	0.01574414682
69	0.01556836197
70	0.01552441562
71	0.01526903393
72	0.01503598221
73	0.01477446799
74	0.0144997721
75	0.01415307219
76	0.01372926805
77	0.01342947849
78	0.01339570768
79	0.01312905458
80	0.01287754884
81	0.0127012143
82	0.01252118626
83	0.01227198275
84	0.01207802107
85	0.01187820211
86	0.01166914051
87	0.01147965555
88	0.01133989593
89	0.01116655646
90	0.01101903014
91	0.0109042958
92	0.01085121617
93	0.01064485882
94	0.01053351854
95	0.01041785635
96	0.01017717442
97	0.01002999389
98	0.009994498337
99	0.009874079217
100	0.009791658786
101	0.009668353675
102	0.009542776176
103	0.009418972879
104	0.009345093763
105	0.00922830156
106	0.009132416764
107	0.009037396429
108	0.009014157507
109	0.008974353356
110	0.008922711359
111	0.008903665052
112	0.008866484347
113	0.008769284706
114	0.008684499345
115	0.008593665537
116	0.008526664182
117	0.008443226156
118	0.008363585708
119	0.008287514149
120	0.008239534589
121	0.008145883091
122	0.008058029325
123	0.007959921195
124	0.007870304998
125	0.00783755864
126	0.007729316546
127	0.007625230464
128	0.007604481516
129	0.007529645608
130	0.007460564335
131	0.007398549648
132	0.007358458337
133	0.007303288475
134	0.007244810202
135	0.007144948659
136	0.007131411352
137	0.007075901508
138	0.007048265416
139	0.007022310139
140	0.006981261745
141	0.006965035497
142	0.006949791421
143	0.006896912515
144	0.006830252928
145	0.006761512665
146	0.006714494092
147	0.006668135388
148	0.006605065667
149	0.006549779583
150	0.006536847361
151	0.006498081099
152	0.006445433831
153	0.006436631915
154	0.006398289445
155	0.006354306126
156	0.006299571985
157	0.006233947593
158	0.006183700948
159	0.006143821559
160	0.006105161946
161	0.006058704974
162	0.006000256815
163	0.005970473584
164	0.005937010192
165	0.005901667673
166	0.005840355248
167	0.005823243141
168	0.005807807316
169	0.005757913195
170	0.005724953186
171	0.005712735916
172	0.005702815639
173	0.005670437038
174	0.005638037071
175	0.005621453126
176	0.005579471436
177	0.005547252565
178	0.005517976615
179	0.005485148095
180	0.005453157499
181	0.005414797043
182	0.005386733246
183	0.005378851161
184	0.005336898714
185	0.005292989855
186	0.005259894195
187	0.005228933315
188	0.005173257636
189	0.00513381138
190	0.005106427585
191	0.00507115278
192	0.005046319249
193	0.004984219245
194	0.004952586806
195	0.004938663561
196	0.004920034979
197	0.004912912309
198	0.004870956201
199	0.004843402513
200	0.004835727234
201	0.004808922914
202	0.004784163348
203	0.004776011491
204	0.004751709251
205	0.004695499807
206	0.004672515317
207	0.004655244506
208	0.004627645202
209	0.004586010194
210	0.004561082057
211	0.004556308178
212	0.004531175731
213	0.004516770654
214	0.004500506497
215	0.004478236987
216	0.004471469878
217	0.004447114154
218	0.004436835724
219	0.004407411618
220	0.004397815186
221	0.004389808188
222	0.004370011912
223	0.004348213954
224	0.004330824591
225	0.004314464589
226	0.004293835901
227	0.004272792045
228	0.004257419482
229	0.004235723654
230	0.004212232743
231	0.004197334939
232	0.004190298509
233	0.004164881396
234	0.004147075789
235	0.004141075201
236	0.004121513408
237	0.00410029101
238	0.004081385722
239	0.004073958516
240	0.004046233517
241	0.004030284797
242	0.004008799799
243	0.003983679119
244	0.003966052434
245	0.00394509428
246	0.003926047543
247	0.003902906546
248	0.003879336435
249	0.00386044113
250	0.003843802033
251	0.003837525579
252	0.00382304313
253	0.003801149832
254	0.003788197074
255	0.003769715063
256	0.003749454508
257	0.003739126389
258	0.003724446668
259	0.00371807935
260	0.003698843808
261	0.003687158508
262	0.003682379065
263	0.003659619601
264	0.003640204663
265	0.003637664519
266	0.003627717607
267	0.003612316233
268	0.003588561103
269	0.003572339869
270	0.003557775594
271	0.003535264154
272	0.003521137313
273	0.003510583111
274	0.003506361335
275	0.003484145123
276	0.003481290015
277	0.003476630913
278	0.003465298721
279	0.003448635336
280	0.003444347311
281	0.003427038384
282	0.003411817143
283	0.003409063981
284	0.003404405296
285	0.003389796556
286	0.003374694423
287	0.003363563273
288	0.003354237521
289	0.00334153023
290	0.003328973322
291	0.00332335273
292	0.003311971451
293	0.003291657011
294	0.003280963416
295	0.003270265721
296	0.003266622314
297	0.003253603691
298	0.003242047202
299	0.003230980149
300	0.003227270851
301	0.003215903683
302	0.003204569911
303	0.003202761383
304	0.003191485562
305	0.003187019145
306	0.003156489932
307	0.003140391737
308	0.003130580127
309	0.003112856419
310	0.003109800901
311	0.003100847045
312	0.003086943977
313	0.003072819925
314	0.003063104156
315	0.003052626437
316	0.003043397997
317	0.003027465319
318	0.003024650552
319	0.002999598885
320	0.002988178393
321	0.002980530549
322	0.002972841562
323	0.002968464204
324	0.002958465998
325	0.002954569622
326	0.00295156216
327	0.002936538572
328	0.002923938238
329	0.002910418548
330	0.002906368903
331	0.002896225566
332	0.00289361819
333	0.002884272996
334	0.002875623612
335	0.002873747275
336	0.002862299017
337	0.002858316086
338	0.00284709073
339	0.002837313441
340	0.002829410943
341	0.002822714298
342	0.002814671589
343	0.002807516032
344	0.002799698946
345	0.002790779021
346	0.002777213227
347	0.002767791869
348	0.002766369962
349	0.002762897978
350	0.002754873843
351	0.002744607128
352	0.002734413297
353	0.002720990729
354	0.00270424029
355	0.002700873999
356	0.002698075981
357	0.002688941219
358	0.002684594293
359	0.002676977109
360	0.002666202501
361	0.002657936925
362	0.002650130934
363	0.00264292004
364	0.002635097102
365	0.002621897544
366	0.002613694085
367	0.002608810108
368	0.002601435862
369	0.002591544039
370	0.002583164409
371	0.002574465324
372	0.002569118501
373	0.002565988185
374	0.002555743649
375	0.002550498538
376	0.002543146501
377	0.002538140727
378	0.002529833595
379	0.002522297492
380	0.002513587627
381	0.002506225315
382	0.00249775462
383	0.002490523616
384	0.002487466328
385	0.002480758565
386	0.002477863063
387	0.002471252394
388	0.002462140231
389	0.002456133724
390	0.002450259722
391	0.002444017327
392	0.002436792177
393	0.002429677151
394	0.002422432035
395	0.002420097211
396	0.002412380889
397	0.002406185531
398	0.002404364164
399	0.002398466622
400	0.002392557633
401	0.002390447274
402	0.002386699197
403	0.002379476624
404	0.002377650591
405	0.002371014929
406	0.002365452879
407	0.002359038624
408	0.002353777655
409	0.00234871206
410	0.002343477809
411	0.002334785519
412	0.002327492135
413	0.002319384886
414	0.002317924695
415	0.002310560319
416	0.002308618579
417	0.002300869562
418	0.00229598849
419	0.002288100112
420	0.00228129133
421	0.002274591846
422	0.00226919082
423	0.002263502143
424	0.002257773981
425	0.002253261872
426	0.002243602525
427	0.002238022366
428	0.002227548657
429	0.002223044234
430	0.002222185302
431	0.002216467175
432	0.002211357371
433	0.002205012729
434	0.002199237464
435	0.002192078231
436	0.002181898844
437	0.00217807378
438	0.002172620357
439	0.002170847395
440	0.002168598547
441	0.002160973146
442	0.002154066643
443	0.002147058519
444	0.002141398631
445	0.002133815742
446	0.002128274845
447	0.002123506509
448	0.002121435622
449	0.002116016114
450	0.002112023837
451	0.002107767701
452	0.002102303251
453	0.002100902544
454	0.002096419621
455	0.002092079837
456	0.002087576671
457	0.002078742044
458	0.002077155849
459	0.002072022535
460	0.002070459694
461	0.002064307201
462	0.002058459929
463	0.002054047902
464	0.002049451779
465	0.002045324647
466	0.002043201582
467	0.002041163369
468	0.00203741011
469	0.002029342815
470	0.002022555795
471	0.002020889236
472	0.002019526776
473	0.00201423952
474	0.002008130126
475	0.002004065026
476	0.002001204412
477	0.001999924312
478	0.001994504204
479	0.001987997279
