Index,TE ,C,Cr,W,Si,Mn,V,Ta,Zr,Y,Ti,N,NT ,Nt ,TT ,Tt ,Ttest 
0,11.18,0.09,7.7,1.95,0.11,0.16,0.16,0.02,0.0,0.0,0.0,0.0,1040,38,750,60,25
1,23.18,0.11,9.3,1.51,0.06,0.45,0.22,0.15,0.0,0.046,0.0,0.0153,1050,30,750,90,650
2,20.8,0.089,8.97,1.96,0.051,0.5,0.2,0.098,0.0,0.0,0.0,0.0277,1050,60,780,30,25
3,23.0,0.11,8.86,2.07,0.05,0.5,0.24,0.11,0.0,0.0,0.0,0.0,1050,60,750,120,25
4,18.0,0.08,9.04,1.0,0.09,0.55,0.22,0.06,0.0,0.0,0.005,0.0226,980,30,763,90,600
5,21.4,0.11,9.3,1.51,0.06,0.45,0.21,0.15,0.0,0.014,0.008,0.0,1050,30,650,90,25
6,17.5,0.11,9.4,1.35,0.05,0.46,0.22,0.071,0.0,0.006,0.0,0.0023,1050,30,750,90,500
7,22.4,0.11,9.0,1.5,0.05,0.45,0.2,0.15,0.0,0.015,0.05,0.0029,1050,30,750,90,500
8,16.0,0.1,9.3,0.95,0.13,0.41,0.23,0.0,0.0,0.0,0.056,0.002,1000,60,650,120,25
9,23.6,0.11,9.3,1.51,0.06,0.45,0.22,0.15,0.0,0.253,0.0,0.0153,1100,30,740,90,25
10,15.47,0.11,9.2,1.5,0.05,0.45,0.22,0.15,0.013,0.043,0.0,0.0157,1050,30,750,90,500
11,18.1,0.1,9.1,1.49,0.05,0.46,0.22,0.15,0.002,0.001,0.0,0.0032,1050,30,750,90,600
12,20.2,0.11,8.7,1.0,0.0,0.44,0.19,0.1,0.0,0.0,0.0,0.0,980,27,760,90,500
13,18.0,0.12,9.11,1.52,0.03,0.41,0.19,0.2,0.0,0.0,0.0,0.002,1000,40,740,90,450
14,24.4,0.12,8.79,2.01,0.22,0.52,0.24,0.11,0.0,0.0,0.0,0.0,1050,60,750,120,500
15,16.9,0.12,8.93,1.1,0.04,0.44,0.19,0.14,0.0,0.0,0.009,0.017,979,111,739,222,25
16,20.0,0.12,9.11,1.52,0.03,0.41,0.19,0.2,0.0,0.0,0.0,0.002,1000,40,740,90,100
17,23.0,0.11,9.2,1.51,0.05,0.44,0.22,0.15,0.0,0.013,0.0,0.0,1050,30,650,90,650
18,16.0,0.092,8.87,1.71,0.01,0.28,0.19,0.002,0.0,0.0,0.0,0.0,1050,30,750,90,600
19,25.0,0.12,9.11,1.52,0.03,0.41,0.19,0.2,0.0,0.0,0.0,0.002,1000,40,740,90,550
20,19.0,0.12,8.91,1.44,0.0,0.49,0.2,0.15,0.0,0.0,0.0,0.0,980,30,760,90,600
21,25.2,0.11,9.2,1.5,0.05,0.45,0.22,0.14,0.003,0.005,0.0,0.0034,1050,30,750,90,25
22,14.0,0.1,8.85,1.99,0.05,0.45,0.2,0.08,0.0,0.0,0.0,0.0231,1050,60,780,60,325
23,20.0,0.006,9.11,1.47,0.16,0.47,0.21,0.11,0.0,0.0,0.0,0.043,1050,50,760,90,600
24,24.0,0.11,9.0,1.5,0.05,0.45,0.2,0.15,0.0,0.015,0.01,0.0027,1050,30,750,90,650
25,20.3,0.11,9.0,1.5,0.05,0.45,0.2,0.15,0.0,0.015,0.05,0.0029,1050,30,750,90,300
26,21.9,0.096,8.97,2.01,0.051,0.5,0.2,0.14,0.0,0.0,0.048,0.0152,1050,60,800,30,25
27,14.1,0.126,9.03,1.39,0.06,0.56,0.24,0.06,0.0,0.0,0.005,0.03,980,30,763,90,450
28,18.6,0.11,9.2,1.5,0.05,0.45,0.22,0.14,0.003,0.005,0.0,0.0034,1050,30,750,90,600
29,14.68,0.126,9.03,1.39,0.06,0.56,0.24,0.06,0.0,0.0,0.005,0.03,980,30,763,90,500
30,8.5,0.13,8.94,1.45,0.0,0.44,0.19,0.15,0.0,0.0,0.0,0.0,980,30,760,90,400
31,22.6,0.11,9.0,1.5,0.05,0.45,0.2,0.15,0.0,0.015,0.0,0.0028,1050,30,750,90,650
32,20.8,0.1,9.1,1.49,0.06,0.44,0.22,0.15,0.002,0.011,0.0,0.0031,1050,30,750,90,600
33,17.0,0.12,9.11,1.52,0.03,0.41,0.19,0.2,0.0,0.0,0.0,0.002,1000,40,740,90,300
34,22.0,0.097,8.99,2.01,0.049,0.5,0.2,0.1,0.0,0.0,0.002,0.015,1050,60,780,30,25
35,15.63,0.12,8.99,2.06,0.06,0.65,0.24,0.06,0.0,0.0,0.005,0.02,980,30,763,90,500
36,13.5,0.092,8.87,1.71,0.01,0.28,0.19,0.002,0.0,0.0,0.0,0.0,1050,30,750,90,500
37,15.8,0.11,9.0,1.5,0.05,0.45,0.2,0.15,0.0,0.015,0.0,0.0028,1050,30,750,90,500
38,17.0,0.12,9.11,1.52,0.03,0.41,0.19,0.2,0.0,0.0,0.0,0.002,1000,40,740,90,250
39,19.2,0.099,7.88,1.78,0.1,0.45,0.19,0.093,0.0,0.0,0.001,0.0098,1040,40,750,60,450
40,27.43,0.11,9.0,1.5,0.05,0.45,0.2,0.15,0.0,0.015,0.03,0.003,1050,30,750,90,650
41,23.0,0.1,8.85,1.99,0.05,0.45,0.2,0.08,0.0,0.0,0.0,0.0231,1050,60,780,30,400
42,12.95,0.11,9.2,1.51,0.05,0.44,0.22,0.15,0.0,0.013,0.0,0.0,1050,30,650,90,500
43,13.82,0.11,9.2,1.51,0.06,0.45,0.22,0.15,0.0,0.015,0.039,0.0,1050,30,650,90,500
44,11.6,0.11,9.3,1.51,0.06,0.45,0.22,0.15,0.0,0.046,0.0,0.0153,1050,30,650,90,500
45,22.3,0.11,9.2,1.5,0.05,0.45,0.22,0.15,0.013,0.043,0.0,0.0157,1050,30,750,90,25
46,22.1,0.11,9.2,1.51,0.05,0.44,0.22,0.15,0.0,0.013,0.0,0.0,1050,30,650,90,25
47,18.0,0.11,9.3,1.51,0.06,0.45,0.21,0.15,0.0,0.014,0.008,0.0,1050,30,650,90,600
48,11.95,0.09,7.87,1.98,0.07,0.1,0.19,0.03,0.0,0.0,0.04,0.007,1040,38,750,60,25
49,15.8,0.11,9.3,1.51,0.06,0.45,0.22,0.15,0.0,0.046,0.0,0.0153,1050,30,650,90,25
50,23.0,0.11,9.0,1.5,0.05,0.45,0.2,0.15,0.0,0.015,0.05,0.0029,1050,30,750,90,550
51,14.8,0.09,9.0,1.98,0.0,0.49,0.2,0.083,0.0,0.0,0.0,0.015,1050,60,780,60,25
52,17.04,0.11,8.7,1.0,0.0,0.44,0.19,0.1,0.0,0.0,0.0,0.0,980,27,760,90,400
53,14.0,0.12,8.91,2.03,0.01,0.01,0.26,0.069,0.0,0.0,0.05,0.0,1050,30,750,60,25
54,25.6,0.11,9.4,1.35,0.05,0.45,0.21,0.073,0.0,0.036,0.0,0.0022,1050,30,750,90,650
55,23.51,0.1,9.2,1.5,0.05,0.44,0.22,0.15,0.0,0.014,0.025,0.0,1050,30,650,90,25
56,15.43,0.08,9.04,1.0,0.09,0.55,0.22,0.06,0.0,0.0,0.005,0.0226,980,30,763,90,100
57,13.0,0.11,9.3,1.51,0.06,0.45,0.21,0.15,0.0,0.014,0.008,0.0,1050,30,650,90,550
58,15.9,0.12,8.93,1.07,0.06,0.47,0.2,0.14,0.0,0.0,0.009,0.018,980,27,760,90,25
59,17.7,0.08,9.04,1.0,0.09,0.55,0.22,0.06,0.0,0.0,0.005,0.0226,980,30,763,90,550
60,25.2,0.11,9.2,1.5,0.05,0.45,0.22,0.14,0.003,0.005,0.0,0.0034,1050,30,750,90,650
61,26.3,0.1,9.1,1.49,0.06,0.44,0.22,0.15,0.002,0.011,0.0,0.0031,1050,30,750,90,650
62,16.67,0.11,9.0,1.5,0.05,0.45,0.2,0.15,0.0,0.015,0.01,0.0027,1050,30,750,90,500
63,16.1,0.1,9.1,1.49,0.06,0.44,0.22,0.15,0.002,0.011,0.0,0.0031,1050,30,750,90,500
64,17.5,0.098,8.99,2.0,0.05,0.5,0.2,0.098,0.0,0.0,0.002,0.0149,1050,60,780,30,500
65,30.3,0.12,8.79,2.01,0.22,0.52,0.24,0.11,0.0,0.0,0.0,0.0,1050,60,750,120,600
66,14.6,0.1,8.72,2.09,0.23,0.43,0.23,0.07,0.0,0.0,0.0,0.0,1050,60,750,120,325
67,15.0,0.1,9.3,0.93,0.11,0.4,0.22,0.094,0.0,0.0,0.0,0.002,1000,60,750,120,25
68,14.6,0.12,8.99,2.06,0.06,0.65,0.24,0.06,0.0,0.0,0.005,0.02,980,30,763,90,300
69,13.85,0.08,9.04,1.0,0.09,0.55,0.22,0.06,0.0,0.0,0.005,0.0226,980,30,763,90,300
70,23.0,0.1,9.3,0.95,0.13,0.41,0.23,0.0,0.0,0.0,0.056,0.002,1000,60,750,120,25
71,22.3,0.11,9.2,1.48,0.05,0.46,0.22,0.14,0.0,0.0,0.0,0.0154,1100,30,740,90,650
72,14.7,0.11,9.2,1.51,0.05,0.44,0.22,0.15,0.0,0.013,0.0,0.0,1050,30,650,90,600
73,12.35,0.11,9.3,1.51,0.06,0.45,0.21,0.15,0.0,0.014,0.008,0.0,1050,30,650,90,500
74,27.6,0.1,8.85,1.99,0.05,0.45,0.2,0.08,0.0,0.0,0.0,0.0231,1050,60,780,60,25
75,19.6,0.12,8.99,2.06,0.06,0.65,0.24,0.06,0.0,0.0,0.005,0.02,980,30,763,90,600
76,16.3,0.1,9.1,1.49,0.05,0.46,0.22,0.15,0.002,0.001,0.0,0.0032,1050,30,750,90,550
77,18.3,0.098,8.99,2.0,0.05,0.5,0.2,0.098,0.0,0.0,0.002,0.0149,1050,60,780,30,300
78,26.0,0.093,7.95,1.87,0.11,0.45,0.21,0.03,0.0,0.0,0.001,0.003,1040,40,750,60,25
79,14.2,0.126,9.03,1.39,0.06,0.56,0.24,0.06,0.0,0.0,0.005,0.03,980,30,763,90,300
80,18.11,0.126,9.03,1.39,0.06,0.56,0.24,0.06,0.0,0.0,0.005,0.03,980,30,763,90,100
81,16.7,0.11,9.4,1.35,0.05,0.45,0.21,0.073,0.0,0.036,0.0,0.0022,1050,30,750,90,300
82,11.6,0.13,8.94,1.45,0.0,0.44,0.19,0.15,0.0,0.0,0.0,0.0,980,30,760,90,500
83,18.1,0.12,8.91,1.08,0.04,0.48,0.2,0.14,0.0,0.0,0.006,0.02,980,30,760,90,25
84,14.2,0.092,8.87,1.71,0.01,0.28,0.19,0.002,0.0,0.0,0.0,0.0,1050,30,750,90,200
85,15.4,0.09,9.0,2.0,0.09,0.5,0.18,0.09,0.0,0.0,0.0,0.0,1030,30,750,60,25
86,12.3,0.1,8.72,2.09,0.23,0.43,0.23,0.07,0.0,0.0,0.0,0.0,1050,30,750,60,25
87,18.0,0.12,9.11,1.52,0.03,0.41,0.19,0.2,0.0,0.0,0.0,0.002,1000,40,740,90,400
88,24.1,0.11,8.7,1.0,0.0,0.44,0.19,0.1,0.0,0.0,0.0,0.0,980,27,760,90,600
89,14.8,0.097,8.99,2.01,0.049,0.5,0.2,0.1,0.0,0.0,0.002,0.015,1050,60,780,30,400
90,17.0,0.12,8.91,1.44,0.0,0.49,0.2,0.15,0.0,0.0,0.0,0.0,980,30,760,90,400
91,31.34,0.12,8.84,2.05,0.77,0.51,0.24,0.11,0.0,0.0,0.0,0.0,1050,60,750,120,550
92,28.0,0.11,9.0,1.5,0.05,0.45,0.2,0.15,0.0,0.015,0.05,0.0029,1050,30,750,90,650
93,20.27,0.11,9.0,1.5,0.05,0.45,0.2,0.15,0.0,0.015,0.03,0.003,1050,30,750,90,500
94,21.5,0.11,9.4,1.35,0.05,0.45,0.22,0.071,0.0,0.071,0.0,0.0022,1050,30,750,90,300
95,21.0,0.097,8.99,2.01,0.049,0.5,0.2,0.1,0.0,0.0,0.002,0.015,1050,60,780,30,600
96,14.85,0.12,8.99,2.06,0.06,0.65,0.24,0.06,0.0,0.0,0.005,0.02,980,30,763,90,450
97,20.5,0.12,9.11,1.52,0.03,0.41,0.19,0.2,0.0,0.0,0.0,0.002,1000,40,740,90,50
98,22.1,0.096,8.97,2.01,0.05,0.49,0.2,0.14,0.0,0.0,0.002,0.0151,1050,60,780,30,25
99,14.2,0.12,8.99,2.06,0.06,0.65,0.24,0.06,0.0,0.0,0.005,0.02,980,30,763,90,250
100,23.2,0.11,9.4,1.35,0.05,0.45,0.21,0.073,0.0,0.036,0.0,0.0022,1050,30,750,90,600
101,23.3,0.1,8.74,0.94,0.09,0.23,0.18,0.06,0.009,0.0,0.005,0.004,1000,40,750,70,25
102,17.3,0.099,7.88,1.78,0.1,0.45,0.19,0.093,0.0,0.0,0.001,0.0098,1040,40,750,60,200
103,13.2,0.126,9.03,1.39,0.06,0.56,0.24,0.06,0.0,0.0,0.005,0.03,980,15,765,90,400
104,19.2,0.11,9.4,1.35,0.05,0.45,0.21,0.073,0.0,0.036,0.0,0.0022,1050,30,750,90,500
