Subfolder,First_Value
1 Split,0.7631780181123913
10 Split,0.7950551981312293
2 Split,0.7749489419872522
3 Split,0.7726253639057894
4 Split,0.7752005940764984
5 Split,0.7317997684689133
6 Split,0.721380388482674
7 Split,0.7976530576481069
8 Split,0.7767239056612011
9 Split,0.7740300874199569
