Subfolder,First_Value
9 Split,0.96031746
1 Split,0.971666667
10 Split,0.971666667
3 Split,0.971666667
6 Split,0.971746032
4 Split,0.974285714
8 Split,0.974285714
5 Split,0.977142857
7 Split,0.977222222
2 Split,0.98
