Subfolder,First_Value
1 Split,0.88125
10 Split,0.8985294117647058
2 Split,0.8875
3 Split,0.86875
4 Split,0.8625
5 Split,0.875
6 Split,0.86875
7 Split,0.89375
8 Split,0.8875
9 Split,0.8878676470588236
