Subfolder,First_Value
1 Split,2.633896853339779
10 Split,2.7742035452631404
2 Split,2.508807903337509
3 Split,2.71234570697486
4 Split,2.748329389796451
5 Split,2.80123569456599
6 Split,2.6948090967518508
7 Split,2.781338510489261
8 Split,2.8237421856228866
9 Split,2.7624025604911955
