Subfolder,First_Value
1 Split,0.9782229965156796
10 Split,0.9731707317073168
2 Split,0.9757839721254356
3 Split,0.9709059233449476
4 Split,0.96602787456446
5 Split,0.9736353077816492
6 Split,0.9758420441347272
7 Split,0.9759001161440184
8 Split,0.9760162601626016
9 Split,0.9710801393728224
