Subfolder,First_Value
10 Split,0.858888889
4 Split,0.866666667
8 Split,0.868888889
2 Split,0.888888889
6 Split,0.896666667
1 Split,0.916666667
5 Split,0.916666667
7 Split,0.917777778
3 Split,0.926666667
9 Split,0.948888889
