Subfolder,First_Value
3 Split,0.83525641
4 Split,0.851282051
8 Split,0.851282051
10 Split,0.882051282
7 Split,0.88525641
9 Split,0.88525641
1 Split,0.892948718
6 Split,0.893589744
5 Split,0.901282051
2 Split,0.933333333
