Subfolder,First_Value
4 Split,0.969679487
10 Split,0.970365854
1 Split,0.97474359
3 Split,0.97474359
9 Split,0.974871795
8 Split,0.974935897
6 Split,0.977435897
7 Split,0.979871795
2 Split,0.979935897
5 Split,0.982371795
