Subfolder,First_Value
1 Split,69.69896951244587
10 Split,69.36658013690823
2 Split,70.47637087611798
3 Split,71.28606581009586
4 Split,72.03396401721182
5 Split,72.95816024902956
6 Split,74.02332747256024
7 Split,71.96797492520659
8 Split,71.94395670998303
9 Split,73.62613291652468
